2024-07-19T09:44:29,-0.00,417,-99999,-99999,1708,-99999,-99999,76.88,74.18,
2024-07-19T09:44:29,-0.00,418,-99999,-99999,1678,-99999,-99999,76.34,74.18,
2024-07-19T09:44:32,-0.00,420,-99999,-99999,1655,-99999,-99999,77.96,74.18,
2024-07-19T09:44:35,-0.00,422,-99999,-99999,1640,-99999,-99999,76.70,74.18,
2024-07-19T09:44:38,-0.00,429,-99999,-99999,1632,-99999,-99999,77.06,74.36,
2024-07-19T09:44:41,-0.00,439,-99999,-99999,1629,-99999,-99999,77.78,74.54,
2024-07-19T09:44:49,-0.00,464,-99999,-99999,1597,-99999,-99999,77.06,73.46,
2024-07-19T09:44:51,-0.00,479,-99999,-99999,1597,-99999,-99999,77.06,74.72,
2024-07-19T09:44:54,-0.00,495,-99999,-99999,1571,-99999,-99999,77.06,74.18,
2024-07-19T09:44:57,-0.00,508,-99999,-99999,1498,-99999,-99999,76.52,74.72,
2024-07-19T09:45:01,-0.00,518,-99999,-99999,1454,-99999,-99999,76.16,74.36,
2024-07-19T09:45:04,-0.00,524,-99999,-99999,1412,-99999,-99999,77.06,74.18,
2024-07-19T09:45:07,-0.00,524,-99999,-99999,1370,-99999,-99999,76.52,75.43,
2024-07-19T09:45:10,-0.00,519,-99999,-99999,1332,-99999,-99999,77.60,74.89,
2024-07-19T09:45:13,-0.00,510,-99999,-99999,1295,-99999,-99999,77.78,74.36,
2024-07-19T09:45:16,-0.00,500,-99999,-99999,1262,-99999,-99999,78.15,75.43,
2024-07-19T09:45:19,-0.00,490,-99999,-99999,1233,-99999,-99999,77.78,74.54,
2024-07-19T09:45:23,-0.00,483,-99999,-99999,1207,-99999,-99999,77.60,74.89,
2024-07-19T09:45:26,-0.00,477,-99999,-99999,1184,-99999,-99999,76.70,74.36,
2024-07-19T09:45:29,-0.00,472,-99999,-99999,1163,-99999,-99999,77.42,74.89,
2024-07-19T09:45:32,-0.00,470,-99999,-99999,1148,-99999,-99999,75.43,72.92,
2024-07-19T09:47:18,-0.00,500,-99999,-99999,500,-99999,-99999,75.07,72.56,
2024-07-19T09:47:21,-0.00,500,-99999,-99999,500,-99999,-99999,75.25,72.74,
2024-07-19T09:47:25,-0.00,400,-99999,-99999,1497,-99999,-99999,77.60,75.79,
2024-07-19T09:47:28,-0.00,411,-99999,-99999,1510,-99999,-99999,77.06,74.36,
2024-07-19T09:47:31,-0.00,416,-99999,-99999,1519,-99999,-99999,77.42,75.43,
2024-07-19T09:47:34,-0.00,421,-99999,-99999,1521,-99999,-99999,77.06,74.89,
2024-07-19T09:47:37,-0.00,427,-99999,-99999,1521,-99999,-99999,77.06,74.54,
2024-07-19T09:47:40,-0.00,431,-99999,-99999,1519,-99999,-99999,77.42,74.72,
2024-07-19T09:47:43,-0.00,435,-99999,-99999,1517,-99999,-99999,77.60,74.89,
2024-07-19T09:47:47,-0.00,439,-99999,-99999,1512,-99999,-99999,77.96,74.89,
2024-07-19T09:47:50,-0.00,447,-99999,-99999,1506,-99999,-99999,77.42,76.16,
2024-07-19T09:47:53,-0.00,453,-99999,-99999,1494,-99999,-99999,76.88,74.89,
2024-07-19T09:47:56,-0.00,461,-99999,-99999,1477,-99999,-99999,77.42,74.72,
2024-07-19T10:51:21,-0.00,500,-99999,-99999,500,-99999,-99999,88.91,86.07,
2024-07-19T10:51:24,-0.00,393,-99999,-99999,1059,-99999,-99999,89.67,87.20,
2024-07-19T10:51:27,-0.00,395,-99999,-99999,1058,-99999,-99999,88.34,87.58,
2024-07-19T10:51:30,-0.00,390,-99999,-99999,1056,-99999,-99999,88.15,88.34,
2024-07-19T10:51:33,-0.00,387,-99999,-99999,1054,-99999,-99999,88.34,88.53,
2024-07-19T10:51:36,-0.00,384,-99999,-99999,1050,-99999,-99999,87.77,88.15,
2024-07-19T10:51:40,-0.00,384,-99999,-99999,1047,-99999,-99999,89.10,87.20,
2024-07-19T10:51:43,-0.00,383,-99999,-99999,1043,-99999,-99999,88.34,87.96,
2024-07-19T10:51:46,-0.00,383,-99999,-99999,1038,-99999,-99999,87.77,87.58,
2024-07-19T10:51:49,-0.00,382,-99999,-99999,1029,-99999,-99999,87.77,87.20,
2024-07-19T10:51:52,-0.00,380,-99999,-99999,1020,-99999,-99999,87.20,87.01,
2024-07-19T10:51:55,-0.00,380,-99999,-99999,1010,-99999,-99999,87.20,86.45,
2024-07-19T10:51:58,-0.00,379,-99999,-99999,1000,-99999,-99999,87.01,87.58,
2024-07-19T10:52:02,-0.00,377,-99999,-99999,989,-99999,-99999,87.01,87.20,
2024-07-19T10:52:05,-0.00,375,-99999,-99999,978,-99999,-99999,88.34,86.45,
2024-07-19T10:52:08,-0.00,374,-99999,-99999,967,-99999,-99999,86.82,86.26,
2024-07-19T10:52:11,-0.00,373,-99999,-99999,957,-99999,-99999,87.01,86.07,
2024-07-19T10:52:14,-0.00,372,-99999,-99999,947,-99999,-99999,86.26,86.64,
2024-07-19T10:52:17,-0.00,372,-99999,-99999,937,-99999,-99999,86.45,87.96,
2024-07-19T10:52:21,-0.00,373,-99999,-99999,928,-99999,-99999,87.20,87.39,
2024-07-19T10:52:24,-0.00,375,-99999,-99999,918,-99999,-99999,87.58,87.96,
