Model:	LI-7810
SN:	TG10-01524
Software Version:	2.3.5
Timestamp:	2024-07-17 07:49:27
Timezone:	US/Mountain
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATAU	secs	nsecs	index	diag		date	time	ppm	ppm	ppb	kPa	°C	kPa	°C		µsecs	°C	counts	°C	V	CHK
DATA	1721231086	550131082	27689	0	""	2024-07-17	09:44:46	15956.909	443.9086	1962.5875	40.8743	55.0003	29.2391	51.1578	0.00303854	10.8333	54.4998	0	0.28126	16.0847	109
DATA	1721231087	549768924	27693	0	""	2024-07-17	09:44:47	15954.91	447.87219	1962.8513	40.8743	55.0003	29.2383	51.1576	0.00300958	10.8325	54.4996	57.5	0.28126	16.0878	 32
DATA	1721231088	549768924	27697	0	""	2024-07-17	09:44:48	15955.378	447.0321	1962.9399	40.8747	55.0003	29.2375	51.1576	0.00298312	10.8342	54.4998	-161	0.28126	16.0878	 35
DATA	1721231089	549768924	27701	0	""	2024-07-17	09:44:49	15963.323	449.80963	1961.9045	40.8751	55.0003	29.2329	51.1574	0.00300408	10.8325	54.4998	-103.75	0.28126	16.0862	195
DATA	1721231090	549768924	27705	0	""	2024-07-17	09:44:50	15969.557	444.05078	1964.3033	40.8743	55.0003	29.2338	51.1574	0.00303357	10.8324	54.4998	66.75	0.28126	16.0874	105
DATA	1721231091	549768924	27709	0	""	2024-07-17	09:44:51	15966.827	447.51453	1962.8987	40.8734	55.0003	29.2354	51.1576	0.00301711	10.8339	54.4998	-5.5	0.28126	16.0874	 63
DATA	1721231092	549768924	27713	0	""	2024-07-17	09:44:52	15973.243	445.49353	1964.0327	40.8743	55.0003	29.2342	51.1578	0.00307061	10.8331	54.4998	39.25	0.28126	16.0874	 91
DATA	1721231093	549768924	27717	0	""	2024-07-17	09:44:53	15977.944	447.30399	1963.3433	40.8747	55.0003	29.2325	51.1576	0.00305194	10.8329	54.4998	34	0.28126	16.0866	229
DATA	1721231094	549433946	27721	0	""	2024-07-17	09:44:54	15985.968	448.16599	1963.1891	40.8751	55.0003	29.2354	51.1576	0.00304012	10.8333	54.4998	-90.75	0.28126	16.0874	161
DATA	1721231095	549433946	27725	0	""	2024-07-17	09:44:55	15984.189	446.5434	1962.3961	40.8743	55.0003	29.2346	51.1578	0.00303745	10.834	54.4998	-58	0.28126	16.087	116
DATA	1721231096	549433946	27729	0	""	2024-07-17	09:44:56	15982.784	445.81314	1963.3436	40.8755	55.0003	29.2329	51.1578	0.00304228	10.835	54.4998	23	0.28126	16.0866	169
DATA	1721231097	549433946	27733	0	""	2024-07-17	09:44:57	15991.738	449.78934	1962.2484	40.8743	55.0003	29.2317	51.1576	0.00305919	10.8345	54.4998	-28.5	0.28126	16.0862	125
DATA	1721231098	549433946	27737	0	""	2024-07-17	09:44:58	15988.054	446.92087	1962.3123	40.8743	55.0003	29.2321	51.1578	0.00309147	10.8325	54.4998	-15.25	0.28126	16.0858	154
DATA	1721231099	549433946	27741	0	""	2024-07-17	09:44:59	15997.958	444.76474	1962.9373	40.8747	55.0003	29.2338	51.1576	0.00301917	10.8335	54.4998	14.75	0.28126	16.0858	144
DATA	1721231100	549433946	27745	0	""	2024-07-17	09:45:00	15994.097	445.98956	1962.6351	40.8751	55.0003	29.2334	51.1578	0.0030229	10.8338	54.4998	-76.5	0.28126	16.0854	 49
DATA	1721231101	549433946	27749	0	""	2024-07-17	09:45:01	15999.004	449.62134	1963.1764	40.8751	55.0003	29.2321	51.1576	0.00306031	10.832	54.4998	-80	0.28126	16.0851	166
DATA	1721231102	549076080	27753	0	""	2024-07-17	09:45:02	16007.999	450.45053	1963.4615	40.8747	55.0003	29.2292	51.1578	0.00301376	10.8331	54.4998	70.5	0.28126	16.0854	 21
DATA	1721231103	549076080	27757	0	""	2024-07-17	09:45:03	16008.281	450.44421	1962.8091	40.8751	55.0003	29.2313	51.1576	0.00306054	10.8321	54.4998	129.25	0.28126	16.0851	 95
DATA	1721231104	549076080	27761	0	""	2024-07-17	09:45:04	16003.221	445.12411	1962.244	40.8751	55.0003	29.2317	51.1576	0.00301202	10.8346	54.4998	-143.5	0.28126	16.087	224
DATA	1721231105	549076080	27765	0	""	2024-07-17	09:45:05	16002.647	449.5885	1963.9224	40.8747	55.0003	29.2288	51.1578	0.00307741	10.8331	54.4998	29.25	0.28126	16.0866	 49
DATA	1721231106	549076080	27769	0	""	2024-07-17	09:45:06	16010.098	447.43542	1962.6527	40.8747	55.0003	29.2292	51.1578	0.00306372	10.8354	54.4996	77.25	0.28126	16.087	 41
DATA	1721231107	549076080	27773	0	""	2024-07-17	09:45:07	16013.772	449.73215	1963.158	40.8751	55.0003	29.2321	51.1576	0.00308408	10.8352	54.4994	32	0.28126	16.0866	124
DATA	1721231108	549076080	27777	0	""	2024-07-17	09:45:08	16013.573	450.75055	1961.7917	40.8747	55.0003	29.2309	51.1578	0.00304036	10.8328	54.4998	-14	0.28126	16.0866	239
DATA	1721231109	548736095	27781	0	""	2024-07-17	09:45:09	16027.427	447.76505	1963.5057	40.8751	55.0003	29.2297	51.1578	0.0029897	10.8333	54.4994	-5.75	0.28126	16.0858	 64
DATA	1721231110	548736095	27785	0	""	2024-07-17	09:45:10	16017.779	447.33984	1962.1364	40.8747	55.0003	29.2297	51.1578	0.0030364	10.8331	54.4996	-38.75	0.28126	16.0866	100
DATA	1721231111	548736095	27789	0	""	2024-07-17	09:45:11	16019.774	446.13837	1963.0614	40.8739	55.0003	29.2276	51.1578	0.00302695	10.8335	54.4996	18.25	0.28126	16.0862	 98
DATA	1721231112	548736095	27793	0	""	2024-07-17	09:45:12	16025.727	447.30032	1963.7292	40.8751	55.0003	29.2288	51.1578	0.00303179	10.8329	54.4992	212.25	0.28126	16.0839	128
DATA	1721231113	548736095	27797	0	""	2024-07-17	09:45:13	16033.926	446.1767	1962.3022	40.8755	55.0003	29.2309	51.1578	0.00305037	10.8326	54.499	100.25	0.28126	16.0835	 16
DATA	1721231114	548736095	27801	0	""	2024-07-17	09:45:14	16035.962	452.98163	1963.8301	40.8743	55.0003	29.2329	51.1578	0.00308313	10.8341	54.499	-15.75	0.28126	16.0831	 62
DATA	1721231115	548736095	27805	0	""	2024-07-17	09:45:15	16023.936	450.32706	1960.7263	40.8743	55.0003	29.2325	51.1578	0.00336364	10.8352	54.4994	-39.5	0.28126	16.0827	 71
DATA	1721231116	548736095	27809	0	""	2024-07-17	09:45:16	16041.214	445.47519	1962.3156	40.8743	55.0003	29.2329	51.1578	0.00308682	10.8329	54.4998	33.5	0.28126	16.0827	 40
DATA	1721231117	548382997	27813	0	""	2024-07-17	09:45:17	16044.304	449.33282	1963.0332	40.8747	55.0003	29.2329	51.1576	0.00302215	10.833	54.4998	-64	0.28126	16.0839	179
DATA	1721231118	548382997	27817	0	""	2024-07-17	09:45:18	16044.996	450.65497	1962.0129	40.8755	55.0003	29.2313	51.1578	0.00308226	10.8323	54.4998	156.5	0.28126	16.0843	105
DATA	1721231119	548382997	27821	0	""	2024-07-17	09:45:19	16043.501	451.3158	1961.1433	40.8747	55.0003	29.235	51.1574	0.00305114	10.8326	54.4998	132	0.28126	16.0843	117
DATA	1721231120	548382997	27825	0	""	2024-07-17	09:45:20	16050.431	448.55887	1962.6244	40.8743	55.0003	29.2362	51.1578	0.00309401	10.8345	54.4998	-14.75	0.28126	16.0843	130
DATA	1721231121	548382997	27829	0	""	2024-07-17	09:45:21	16052.854	445.70737	1962.0172	40.8743	55.0003	29.2346	51.1578	0.00300948	10.8326	54.4998	-80.25	0.28126	16.0851	134
DATA	1721231122	548382997	27833	0	""	2024-07-17	09:45:22	16046.411	445.93051	1962.3146	40.8739	55.0003	29.2334	51.1576	0.00317159	10.834	54.4998	70.75	0.28126	16.0854	 33
DATA	1721231123	548382997	27837	0	""	2024-07-17	09:45:23	16058.245	446.88281	1962.974	40.8751	55.0003	29.2329	51.1578	0.00305769	10.8324	54.4998	-117.25	0.28126	16.0858	163
DATA	1721231124	548036098	27841	0	""	2024-07-17	09:45:24	16058.922	444.5769	1962.7057	40.8751	55.0003	29.2309	51.1578	0.00303086	10.8323	54.4998	-44.75	0.28126	16.0847	 88
DATA	1721231125	548036098	27845	0	""	2024-07-17	09:45:25	16063.988	448.49988	1962.6368	40.8755	55.0003	29.2297	51.1576	0.00306722	10.8351	54.4998	-9.5	0.28126	16.0847	 76
DATA	1721231126	548036098	27849	0	""	2024-07-17	09:45:26	16069.303	453.02774	1962.208	40.8755	55.0003	29.2276	51.1576	0.00304754	10.8326	54.4998	-28	0.28126	16.0854	192
DATA	1721231127	548036098	27853	0	""	2024-07-17	09:45:27	16066.938	449.18103	1961.9833	40.8755	55.0003	29.2268	51.1578	0.0030262	10.8335	54.4998	24.25	0.28126	16.0851	 44
DATA	1721231128	548036098	27857	0	""	2024-07-17	09:45:28	16056.742	447.50928	1961.5092	40.8739	55.0003	29.2272	51.1578	0.00332559	10.8326	54.4998	16	0.28126	16.0854	214
DATA	1721231129	548036098	27861	0	""	2024-07-17	09:45:29	16077.48	449.88376	1961.6036	40.8747	55.0003	29.2288	51.1578	0.00306341	10.8331	54.4998	96.5	0.28126	16.0851	 14
DATA	1721231130	548036098	27865	32	""	2024-07-17	09:45:30	16356.971	-1245.9641	1878.1787	40.8755	55.0003	29.2313	51.1576	0.0410749	10.8339	54.4998	-70.75	0.28126	16.0847	202
DATA	1721231131	548036098	27869	0	""	2024-07-17	09:45:31	16072.801	446.83606	1961.8456	40.8743	55.0003	29.2301	51.1578	0.00303267	10.8338	54.4998	-54.25	0.28126	16.0847	131
DATA	1721231132	547683954	27873	0	""	2024-07-17	09:45:32	16087.941	450.77637	1961.9067	40.8747	55.0003	29.2297	51.1576	0.00306953	10.8352	54.4998	50.75	0.28126	16.0843	117
DATA	1721231133	547683954	27877	0	""	2024-07-17	09:45:33	16085.905	449.24399	1961.5408	40.8747	55.0003	29.2297	51.1578	0.0031098	10.8324	54.4998	-73	0.28126	16.0835	222
DATA	1721231134	547683954	27881	0	""	2024-07-17	09:45:34	16086.158	449.52792	1962.2455	40.8743	55.0003	29.2305	51.1578	0.00299817	10.8345	54.4998	77.75	0.28126	16.0843	126
DATA	1721231135	547683954	27885	0	""	2024-07-17	09:45:35	16097.543	448.75671	1963.123	40.8743	55.0003	29.2292	51.1578	0.0030175	10.8335	54.4998	10.25	0.28126	16.0839	254
DATA	1721231136	547683954	27889	0	""	2024-07-17	09:45:36	16095.547	448.72961	1962.4459	40.8747	55.0003	29.2292	51.1578	0.0030521	10.8331	54.4998	15.75	0.28126	16.0831	 65
DATA	1721231137	547683954	27893	0	""	2024-07-17	09:45:37	16093.561	451.70062	1962.1124	40.8743	55.0003	29.2284	51.1576	0.00314664	10.8325	54.4998	16.75	0.28126	16.087	 41
DATA	1721231138	547683954	27897	0	""	2024-07-17	09:45:38	16096.948	450.10434	1961.6903	40.8747	55.0003	29.2264	51.1578	0.00303434	10.8328	54.4998	2.5	0.28126	16.0851	  3
DATA	1721231139	547339916	27901	0	""	2024-07-17	09:45:39	16104.432	452.86652	1962.2294	40.8747	55.0003	29.228	51.1578	0.00306749	10.8329	54.4998	-41.75	0.28126	16.0854	 99
DATA	1721231140	547339916	27905	0	""	2024-07-17	09:45:40	16102.342	449.39087	1961.6412	40.8747	55.0003	29.2284	51.1578	0.00307306	10.8321	54.4998	200.75	0.28126	16.0843	118
DATA	1721231141	547339916	27909	0	""	2024-07-17	09:45:41	16111.659	468.44601	1962.4432	40.8747	55.0003	29.2292	51.1576	0.00313213	10.835	54.4998	8	0.28126	16.0839	 87
DATA	1721231142	547339916	27913	0	""	2024-07-17	09:45:42	16109.934	453.25562	1962.1218	40.8751	55.0003	29.2301	51.1576	0.00308354	10.832	54.4998	-23.75	0.28126	16.0843	 61
DATA	1721231143	547339916	27917	0	""	2024-07-17	09:45:43	16112.349	448.46304	1961.7769	40.8747	55.0003	29.2292	51.1578	0.00303792	10.8325	54.4998	-116.5	0.28126	16.0843	144
DATA	1721231144	547339916	27921	0	""	2024-07-17	09:45:44	16118.51	451.91077	1961.6508	40.8751	55.0003	29.2305	51.1578	0.00307221	10.8332	54.4998	109.75	0.28126	16.0851	 70
DATA	1721231145	547339916	27925	0	""	2024-07-17	09:45:45	16122.688	450.52347	1962.2365	40.8751	54.9999	29.2317	51.1578	0.0030395	10.832	54.4998	-96.5	0.28126	16.0851	 17
DATA	1721231146	547339916	27929	0	""	2024-07-17	09:45:46	16128.612	449.59271	1961.9684	40.8751	55.0003	29.2292	51.1578	0.00306025	10.8344	54.4998	41.25	0.28126	16.0847	105
DATA	1721231147	546982049	27933	0	""	2024-07-17	09:45:47	16125.565	451.75201	1961.8895	40.8755	55.0001	29.2297	51.1578	0.00308715	10.833	54.4998	45.75	0.28126	16.0847	 64
DATA	1721231148	546982049	27937	0	""	2024-07-17	09:45:48	16136.674	451.56232	1960.5269	40.8747	55.0003	29.2297	51.1578	0.00308694	10.8342	54.4998	-84.75	0.28126	16.0835	172
DATA	1721231149	546982049	27941	0	""	2024-07-17	09:45:49	16125.243	449.3017	1961.0443	40.8751	54.9997	29.2272	51.1578	0.00311702	10.8338	54.4998	-31.75	0.28126	16.0827	101
DATA	1721231150	546982049	27945	0	""	2024-07-17	09:45:50	16142.051	447.91504	1961.9554	40.8751	54.9997	29.2255	51.1578	0.00308096	10.8321	54.4998	-52.5	0.28126	16.0831	 99
DATA	1721231151	546982049	27949	0	""	2024-07-17	09:45:51	16144.799	451.08466	1961.8252	40.8751	54.9997	29.2272	51.1578	0.00306072	10.8328	54.4998	-18.25	0.28126	16.0831	170
DATA	1721231152	546982049	27953	0	""	2024-07-17	09:45:52	16147.104	447.70813	1960.3915	40.8751	54.9995	29.2251	51.1578	0.00307318	10.833	54.4998	-117.25	0.28126	16.0827	147
DATA	1721231153	546982049	27957	0	""	2024-07-17	09:45:53	16149.586	448.2377	1960.7673	40.8751	54.9995	29.226	51.1576	0.00305164	10.8315	54.4998	47.25	0.28126	16.0827	 34
DATA	1721231154	546639919	27961	0	""	2024-07-17	09:45:54	16150.827	451.77802	1960.4814	40.8751	54.9999	29.2288	51.1578	0.00306385	10.8332	54.4998	21	0.28126	16.0827	235
DATA	1721231155	546639919	27965	32	""	2024-07-17	09:45:55	16441.895	-1256.8405	1877.2325	40.8751	54.9999	29.2288	51.1578	0.04142	10.8317	54.4998	-79.25	0.28126	16.0851	139
DATA	1721231156	546639919	27969	0	""	2024-07-17	09:45:56	16154.534	449.50772	1960.7115	40.8751	54.9999	29.2255	51.1578	0.00304468	10.8328	54.4998	-72.75	0.28126	16.0839	198
DATA	1721231157	546639919	27973	0	""	2024-07-17	09:45:57	16165.601	454.80295	1960.7832	40.8751	55.0003	29.2251	51.1578	0.00311943	10.8334	54.4998	90	0.28126	16.0835	207
DATA	1721231158	546639919	27977	0	""	2024-07-17	09:45:58	16161.607	454.40961	1961.8164	40.8759	55.0003	29.226	51.1578	0.00308398	10.8327	54.4998	-116.25	0.28126	16.0839	172
DATA	1721231159	546639919	27981	0	""	2024-07-17	09:45:59	16170.922	453.91699	1960.8173	40.8751	55.0003	29.2231	51.1578	0.00304815	10.8316	54.4998	31.25	0.28126	16.0839	110
DATA	1721231160	546639919	27985	0	""	2024-07-17	09:46:00	16170.486	453.16696	1961.575	40.8747	55.0003	29.2227	51.1578	0.00310668	10.8339	54.4998	-32.5	0.28126	16.0839	 57
DATA	1721231161	546639919	27989	0	""	2024-07-17	09:46:01	16171.252	453.62888	1961.3566	40.8759	55.0003	29.2218	51.1578	0.00308687	10.834	54.4998	61.25	0.28126	16.0835	 68
DATA	1721231162	546288013	27993	0	""	2024-07-17	09:46:02	16182.438	457.85406	1960.8798	40.8755	55.0003	29.2247	51.1578	0.00307987	10.8332	54.4998	77.25	0.28126	16.0839	124
DATA	1721231163	546288013	27997	0	""	2024-07-17	09:46:03	16182.617	453.78378	1960.9648	40.8759	55.0003	29.2276	51.1578	0.00307758	10.8342	54.4998	-30	0.28126	16.0839	 18
DATA	1721231164	546288013	28001	0	""	2024-07-17	09:46:04	16187.092	454.17538	1961.0706	40.8751	55.0003	29.2251	51.1578	0.00306136	10.8335	54.4998	23.75	0.28126	16.0835	 61
DATA	1721231165	546288013	28005	0	""	2024-07-17	09:46:05	16184.433	454.3013	1960.2933	40.8755	55.0003	29.2264	51.1578	0.0030451	10.8346	54.4998	-17.25	0.28126	16.0827	  1
DATA	1721231166	546288013	28009	0	""	2024-07-17	09:46:06	16187.648	456.008	1961.515	40.8751	55.0003	29.2297	51.1578	0.00304518	10.8344	54.4998	-10.5	0.28126	16.0827	175
DATA	1721231167	546288013	28013	0	""	2024-07-17	09:46:07	16195.796	456.44971	1960.377	40.8759	55.0003	29.228	51.1578	0.00308891	10.8323	54.4998	-141	0.28126	16.0823	200
DATA	1721231168	546288013	28017	0	""	2024-07-17	09:46:08	16198.548	453.58118	1961.0946	40.8751	55.0003	29.2255	51.1578	0.00306539	10.8338	54.4998	35.5	0.28126	16.0819	 52
DATA	1721231169	545943975	28021	0	""	2024-07-17	09:46:09	16207.909	456.62521	1960.4919	40.8763	55.0003	29.2272	51.1576	0.00306535	10.8315	54.4998	68.5	0.28126	16.0823	 46
DATA	1721231170	545943975	28025	0	""	2024-07-17	09:46:10	16212.995	453.63705	1960.3605	40.8755	55.0003	29.2288	51.1578	0.00308508	10.8331	54.4998	-14.75	0.28126	16.0827	133
DATA	1721231171	545943975	28029	0	""	2024-07-17	09:46:11	16208.502	454.62967	1960.2068	40.8755	55.0003	29.2301	51.1578	0.00306224	10.8321	54.4998	37.5	0.28126	16.0819	 24
DATA	1721231172	545943975	28033	0	""	2024-07-17	09:46:12	16215.565	455.12589	1961.0737	40.8747	55.0003	29.2276	51.1578	0.00307299	10.8325	54.4998	27.5	0.28126	16.0843	 51
DATA	1721231173	545943975	28037	0	""	2024-07-17	09:46:13	16228.241	457.98862	1960.6914	40.8767	55.0003	29.226	51.1578	0.00311833	10.8324	54.4998	-49.75	0.28126	16.0823	101
DATA	1721231174	545943975	28041	0	""	2024-07-17	09:46:14	16220.861	457.22482	1961.3873	40.8755	55.0003	29.2251	51.1576	0.00307119	10.8325	54.4998	-83.5	0.28126	16.0831	 73
DATA	1721231175	545943975	28045	0	""	2024-07-17	09:46:15	16231.652	457.48755	1960.5734	40.8759	55.0003	29.2243	51.1578	0.00312153	10.8345	54.4998	121.25	0.28126	16.0835	140
DATA	1721231176	545943975	28049	0	""	2024-07-17	09:46:16	16233.821	453.57776	1960.1938	40.8767	55.0003	29.2276	51.1578	0.003075	10.832	54.4994	74.75	0.28126	16.0839	221
DATA	1721231177	545593976	28053	0	""	2024-07-17	09:46:17	16234.905	455.34854	1961.0974	40.8755	55.0003	29.2272	51.1578	0.00309086	10.8316	54.4994	-12.25	0.28126	16.0827	144
DATA	1721231178	545593976	28057	0	""	2024-07-17	09:46:18	16239.689	460.61441	1960.4694	40.8767	55.0003	29.228	51.1578	0.00310868	10.8336	54.4996	-55	0.28126	16.0831	221
DATA	1721231179	545593976	28061	0	""	2024-07-17	09:46:19	16244.521	453.09048	1961.0844	40.8763	55.0003	29.2255	51.1576	0.00310858	10.8329	54.4994	-10.25	0.28126	16.0831	127
DATA	1721231180	545593976	28065	0	""	2024-07-17	09:46:20	16250.077	456.87244	1960.5934	40.8759	55.0003	29.2251	51.1578	0.00308486	10.8321	54.499	13.5	0.28126	16.0827	245
DATA	1721231181	545593976	28069	0	""	2024-07-17	09:46:21	16247.988	455.64108	1960.7156	40.8755	55.0003	29.226	51.1576	0.00306948	10.8329	54.4992	198.25	0.28126	16.0803	114
DATA	1721231182	545593976	28073	0	""	2024-07-17	09:46:22	16251.869	454.95386	1959.1195	40.8767	55.0003	29.2276	51.1578	0.00308234	10.8334	54.499	-60.25	0.28126	16.0803	101
DATA	1721231183	545593976	28077	0	""	2024-07-17	09:46:23	16257.726	460.21298	1960.5284	40.8763	55.0003	29.2292	51.1576	0.00305632	10.8321	54.4996	-49.5	0.28126	16.0796	 97
DATA	1721231184	545239925	28081	0	""	2024-07-17	09:46:24	16261.195	461.07181	1961.7572	40.8755	55.0003	29.228	51.1578	0.00308139	10.8315	54.4998	-44.25	0.28126	16.0811	 74
DATA	1721231185	545239925	28085	0	""	2024-07-17	09:46:25	16262.098	457.43594	1958.9338	40.8751	55.0003	29.2264	51.1578	0.00310974	10.8321	54.4998	42.75	0.28126	16.0811	105
DATA	1721231186	545239925	28089	0	""	2024-07-17	09:46:26	16275.652	457.95215	1960.6121	40.8763	55.0003	29.2284	51.1576	0.00308231	10.8324	54.4998	-121.75	0.28126	16.0815	182
DATA	1721231187	545239925	28093	0	""	2024-07-17	09:46:27	16275.142	455.35602	1959.8538	40.8759	55.0003	29.226	51.1578	0.00307324	10.8334	54.4998	27.5	0.28126	16.0815	  0
DATA	1721231188	545239925	28097	0	""	2024-07-17	09:46:28	16277.153	457.8967	1961.2465	40.8759	55.0003	29.2264	51.1578	0.00308565	10.8318	54.4998	77	0.28126	16.0851	188
DATA	1721231189	545239925	28101	0	""	2024-07-17	09:46:29	16289.575	454.05768	1960.0413	40.8755	55.0003	29.2276	51.1578	0.00311789	10.8337	54.4998	91	0.28126	16.0823	215
DATA	1721231190	545239925	28105	0	""	2024-07-17	09:46:30	16333.162	457.52783	1959.4805	40.8767	55.0003	29.2276	51.1578	0.00343504	10.8331	54.4998	-28.75	0.28126	16.0827	138
DATA	1721231191	545239925	28109	0	""	2024-07-17	09:46:31	16289.502	455.14862	1960.8809	40.8759	55.0003	29.226	51.1578	0.00307016	10.8325	54.4998	-36	0.28126	16.0831	189
DATA	1721231192	544895887	28113	0	""	2024-07-17	09:46:32	16297.478	460.67365	1960.6536	40.8763	55.0003	29.2268	51.1578	0.0030962	10.8317	54.4998	-86.5	0.28126	16.0827	 68
DATA	1721231193	544895887	28117	0	""	2024-07-17	09:46:33	16291.032	456.66879	1959.8191	40.8759	55.0003	29.2255	51.1578	0.00306101	10.8316	54.4998	-82.75	0.28126	16.0823	161
DATA	1721231194	544895887	28121	0	""	2024-07-17	09:46:34	16302.156	456.10287	1959.7684	40.8767	55.0003	29.2231	51.1578	0.00305385	10.8336	54.4998	-117.25	0.28126	16.0823	196
DATA	1721231195	544895887	28125	0	""	2024-07-17	09:46:35	16315.534	454.22495	1959.2878	40.8751	55.0003	29.2222	51.1578	0.00313008	10.834	54.4998	86.75	0.28126	16.0827	 60
DATA	1721231196	544895887	28129	0	""	2024-07-17	09:46:36	16312.65	458.49792	1959.5929	40.8759	55.0003	29.2239	51.1578	0.00308092	10.8332	54.4998	5.25	0.28126	16.0819	 38
DATA	1721231197	544895887	28133	0	""	2024-07-17	09:46:37	16318.895	458.79327	1959.3959	40.8755	55.0003	29.2247	51.1578	0.00313366	10.8301	54.4998	143.25	0.28126	16.0819	188
DATA	1721231198	544895887	28137	0	""	2024-07-17	09:46:38	16320.165	460.02426	1960.3011	40.8759	55.0003	29.2268	51.1578	0.00313961	10.8322	54.4998	-0.75	0.28126	16.0815	 80
DATA	1721231199	544543981	28141	0	""	2024-07-17	09:46:39	16317.65	459.26651	1959.6409	40.8771	55.0003	29.2247	51.1578	0.00307672	10.8337	54.4998	-76.75	0.28126	16.0811	111
DATA	1721231200	544543981	28145	0	""	2024-07-17	09:46:40	16329.533	462.65271	1959.5428	40.8759	55.0003	29.2247	51.1578	0.00312492	10.8335	54.4998	28.75	0.28126	16.0807	 93
DATA	1721231201	544543981	28149	0	""	2024-07-17	09:46:41	16319.587	460.91299	1958.9587	40.8759	55.0003	29.2255	51.1578	0.00321221	10.8334	54.4998	-8.5	0.28126	16.0803	 47
DATA	1721231202	544543981	28153	0	""	2024-07-17	09:46:42	16337.105	462.18347	1959.547	40.8767	55.0003	29.2239	51.1578	0.00308374	10.8312	54.4998	37.5	0.28126	16.0807	241
DATA	1721231203	544543981	28157	0	""	2024-07-17	09:46:43	16334.491	456.52332	1960.1458	40.8763	55.0003	29.2251	51.1576	0.00307553	10.8317	54.4998	-0.5	0.28126	16.0807	 11
DATA	1721231204	544543981	28161	0	""	2024-07-17	09:46:44	16340.931	460.13452	1959.1833	40.8759	55.0003	29.2231	51.1578	0.00312327	10.8332	54.4998	-184	0.28126	16.0803	  7
DATA	1721231205	544543981	28165	0	""	2024-07-17	09:46:45	16351.296	461.77808	1959.5033	40.8759	55.0003	29.2214	51.1578	0.0031488	10.8312	54.4998	3	0.28126	16.0835	 98
DATA	1721231206	544543981	28169	0	""	2024-07-17	09:46:46	16349.479	462.02487	1958.7	40.8763	55.0003	29.2222	51.1578	0.00311102	10.8333	54.4998	-28	0.28126	16.0823	 83
DATA	1721231207	544193983	28173	0	""	2024-07-17	09:46:47	16357.552	462.57205	1959.3961	40.8755	55.0001	29.221	51.1578	0.00308268	10.833	54.4998	3	0.28126	16.0819	 50
DATA	1721231208	544193983	28177	0	""	2024-07-17	09:46:48	16357.189	461.93506	1959.1042	40.8767	55.0001	29.2194	51.1578	0.00309663	10.8323	54.4998	-111.75	0.28126	16.0815	200
DATA	1721231209	544193983	28181	0	""	2024-07-17	09:46:49	16350.954	460.53909	1959.9037	40.8771	55.0001	29.2177	51.1578	0.00311984	10.8328	54.4998	3.75	0.28126	16.0807	 64
DATA	1721231210	544193983	28185	0	""	2024-07-17	09:46:50	16371.526	459.72791	1960.2296	40.8763	55.0001	29.2181	51.1578	0.00309288	10.8337	54.4998	63.5	0.28126	16.0815	 48
DATA	1721231211	544193983	28189	0	""	2024-07-17	09:46:51	16367.022	458.32776	1959.6016	40.8763	55.0003	29.2177	51.1578	0.0031101	10.8297	54.4998	182.25	0.28126	16.0819	 94
DATA	1721231212	544193983	28193	0	""	2024-07-17	09:46:52	16364.016	458.98636	1959.092	40.8763	54.9999	29.2218	51.1578	0.00308525	10.8341	54.4998	56.75	0.28126	16.0819	 88
DATA	1721231213	544193983	28197	0	""	2024-07-17	09:46:53	16377.49	460.03079	1959.2311	40.8763	55.0003	29.2231	51.1578	0.00308461	10.8329	54.4998	24	0.28126	16.0807	142
DATA	1721231214	543847084	28201	0	""	2024-07-17	09:46:54	16374.424	461.48792	1958.4822	40.8763	55.0003	29.2222	51.1578	0.00311602	10.8313	54.4998	99.25	0.28126	16.0815	 77
DATA	1721231215	543847084	28205	0	""	2024-07-17	09:46:55	16381.527	460.84351	1958.0543	40.8755	55.0003	29.226	51.1576	0.00311659	10.8313	54.4998	-31	0.28126	16.0811	170
DATA	1721231216	543847084	28209	0	""	2024-07-17	09:46:56	16378.111	462.32123	1958.7581	40.8755	55.0003	29.2239	51.1578	0.00305709	10.8338	54.4998	-99.25	0.28126	16.0803	142
DATA	1721231217	543847084	28213	0	""	2024-07-17	09:46:57	16383.947	461.67804	1959.0972	40.8763	55.0003	29.2214	51.1578	0.00304554	10.8329	54.4998	12.5	0.28126	16.0796	 53
DATA	1721231218	543847084	28217	0	""	2024-07-17	09:46:58	16395.688	460.99243	1959.3597	40.8759	55.0003	29.2222	51.1576	0.00314315	10.8309	54.4996	46.75	0.28126	16.08	 17
DATA	1721231219	543847084	28221	0	""	2024-07-17	09:46:59	16389.576	458.77832	1959.3374	40.8767	55.0003	29.2227	51.1578	0.00307564	10.8307	54.4998	56.5	0.28126	16.0792	 79
DATA	1721231220	543847084	28225	0	""	2024-07-17	09:47:00	16399.092	458.93689	1957.4146	40.8767	55.0003	29.2218	51.1578	0.00322351	10.8332	54.4998	-64	0.28126	16.0792	250
