2024-07-28T22:49:36,0,345,-99999,-99999,798,-99999,-99999,63.49,67.22
2024-07-28T22:49:39,0,345,-99999,-99999,796,-99999,-99999,63.67,67.4
2024-07-28T22:49:42,0,346,-99999,-99999,795,-99999,-99999,62.96,67.4
2024-07-28T22:49:45,0,346,-99999,-99999,795,-99999,-99999,63.14,67.4
2024-07-28T22:49:49,0,347,-99999,-99999,795,-99999,-99999,63.49,67.75
2024-07-28T22:49:52,0,347,-99999,-99999,795,-99999,-99999,63.32,67.57
2024-07-28T22:49:55,0,347,-99999,-99999,797,-99999,-99999,63.14,67.22
2024-07-28T22:49:58,0,346,-99999,-99999,799,-99999,-99999,63.49,67.04
2024-07-28T22:50:01,0,345,-99999,-99999,801,-99999,-99999,62.78,67.75
2024-07-28T22:50:04,0,345,-99999,-99999,802,-99999,-99999,64.2,67.22
2024-07-28T22:50:07,0,346,-99999,-99999,804,-99999,-99999,62.43,67.22
2024-07-28T22:50:11,0,346,-99999,-99999,805,-99999,-99999,63.67,67.04
2024-07-28T22:50:14,0,347,-99999,-99999,806,-99999,-99999,63.49,67.22
2024-07-28T22:50:17,0,349,-99999,-99999,807,-99999,-99999,63.49,67.22
2024-07-28T22:50:20,0,351,-99999,-99999,807,-99999,-99999,63.49,68.11
2024-07-28T22:50:23,0,351,-99999,-99999,808,-99999,-99999,63.67,67.4
2024-07-28T22:50:26,0,351,-99999,-99999,808,-99999,-99999,64.03,67.57
2024-07-28T22:50:30,0,350,-99999,-99999,807,-99999,-99999,63.85,67.4
2024-07-28T22:50:33,0,350,-99999,-99999,806,-99999,-99999,63.49,67.4
2024-07-28T22:50:36,0,349,-99999,-99999,805,-99999,-99999,62.96,67.75
2024-07-28T22:50:39,0,347,-99999,-99999,805,-99999,-99999,64.03,67.04
2024-07-28T22:50:42,0,345,-99999,-99999,801,-99999,-99999,62.96,67.22
2024-07-28T22:50:45,0,344,-99999,-99999,800,-99999,-99999,63.32,67.22
2024-07-28T22:50:48,0,344,-99999,-99999,800,-99999,-99999,63.49,67.4
2024-07-28T22:50:52,0,344,-99999,-99999,800,-99999,-99999,63.67,68.11
2024-07-28T22:50:55,0,344,-99999,-99999,801,-99999,-99999,63.85,67.4
2024-07-28T22:50:58,0,344,-99999,-99999,803,-99999,-99999,63.49,67.75
2024-07-28T22:51:01,0,344,-99999,-99999,805,-99999,-99999,63.85,68.11
2024-07-28T22:51:04,0,344,-99999,-99999,807,-99999,-99999,62.78,66.86
2024-07-28T22:51:07,0,344,-99999,-99999,810,-99999,-99999,63.85,67.22
2024-07-28T22:51:10,0,344,-99999,-99999,811,-99999,-99999,62.61,67.22
2024-07-28T22:51:14,0,345,-99999,-99999,812,-99999,-99999,64.2,68.11
2024-07-28T22:51:17,0,345,-99999,-99999,812,-99999,-99999,62.96,67.22
2024-07-28T22:51:20,0,345,-99999,-99999,812,-99999,-99999,63.14,67.22
2024-07-28T22:51:23,0,345,-99999,-99999,811,-99999,-99999,63.32,66.86
2024-07-28T22:51:26,0,345,-99999,-99999,809,-99999,-99999,63.32,66.86
2024-07-28T22:51:29,0,346,-99999,-99999,808,-99999,-99999,63.32,66.69
2024-07-28T22:51:32,0,346,-99999,-99999,807,-99999,-99999,63.85,67.04
2024-07-28T22:51:36,0,348,-99999,-99999,805,-99999,-99999,62.78,67.75
2024-07-28T22:51:39,0,349,-99999,-99999,804,-99999,-99999,63.85,67.93
2024-07-28T22:51:42,0,351,-99999,-99999,804,-99999,-99999,63.49,67.22
2024-07-28T22:51:45,0,352,-99999,-99999,804,-99999,-99999,63.85,67.04
2024-07-28T22:51:48,0,352,-99999,-99999,804,-99999,-99999,63.32,67.22
2024-07-28T22:51:51,0,353,-99999,-99999,805,-99999,-99999,63.67,67.04
2024-07-28T22:51:55,0,354,-99999,-99999,807,-99999,-99999,62.96,66.86
2024-07-28T22:51:58,0,354,-99999,-99999,808,-99999,-99999,63.49,67.04
2024-07-28T22:52:01,0,354,-99999,-99999,807,-99999,-99999,63.32,66.86
2024-07-28T22:52:04,0,353,-99999,-99999,806,-99999,-99999,62.61,67.04
2024-07-28T22:52:07,0,351,-99999,-99999,805,-99999,-99999,63.14,67.4
2024-07-28T22:52:10,0,351,-99999,-99999,804,-99999,-99999,63.67,67.75
2024-07-28T22:52:13,0,350,-99999,-99999,802,-99999,-99999,62.43,66.86
2024-07-28T22:52:17,0,350,-99999,-99999,801,-99999,-99999,64.38,67.4
2024-07-28T22:52:20,0,350,-99999,-99999,800,-99999,-99999,63.32,67.93
2024-07-28T22:52:23,0,352,-99999,-99999,800,-99999,-99999,62.61,67.04
2024-07-28T22:52:26,0,353,-99999,-99999,802,-99999,-99999,63.85,68.46
2024-07-28T22:52:29,0,355,-99999,-99999,803,-99999,-99999,62.96,67.04
2024-07-28T22:52:32,0,356,-99999,-99999,805,-99999,-99999,62.96,67.22
2024-07-28T22:52:35,0,356,-99999,-99999,806,-99999,-99999,63.85,67.04
2024-07-28T22:52:39,0,356,-99999,-99999,809,-99999,-99999,63.32,66.51
2024-07-28T22:52:42,0,354,-99999,-99999,810,-99999,-99999,62.96,67.57
2024-07-28T22:52:45,0,352,-99999,-99999,811,-99999,-99999,63.49,67.22
2024-07-28T22:52:48,0,350,-99999,-99999,811,-99999,-99999,63.49,67.04
2024-07-28T22:52:51,0,348,-99999,-99999,812,-99999,-99999,62.96,67.93
2024-07-28T22:52:54,0,347,-99999,-99999,812,-99999,-99999,63.67,68.11
2024-07-28T22:52:57,0,346,-99999,-99999,811,-99999,-99999,62.61,66.51
2024-07-28T22:53:01,0,345,-99999,-99999,809,-99999,-99999,63.14,67.22
2024-07-28T22:53:04,0,345,-99999,-99999,806,-99999,-99999,63.49,66.86
2024-07-28T22:53:07,0,346,-99999,-99999,800,-99999,-99999,63.67,67.57
2024-07-28T22:53:10,0,346,-99999,-99999,798,-99999,-99999,63.32,66.86
2024-07-28T22:53:13,0,346,-99999,-99999,796,-99999,-99999,64.2,67.22
2024-07-28T22:53:16,0,347,-99999,-99999,794,-99999,-99999,63.85,67.04
2024-07-28T22:53:19,0,348,-99999,-99999,794,-99999,-99999,63.14,67.22
2024-07-28T22:53:23,0,349,-99999,-99999,796,-99999,-99999,63.32,67.22
2024-07-28T22:53:26,0,350,-99999,-99999,798,-99999,-99999,63.85,67.75
2024-07-28T22:53:29,0,350,-99999,-99999,800,-99999,-99999,63.49,66.86
2024-07-28T22:53:32,0,351,-99999,-99999,801,-99999,-99999,63.67,67.04
2024-07-28T22:53:35,0,351,-99999,-99999,802,-99999,-99999,63.32,66.86
2024-07-28T22:53:38,0,351,-99999,-99999,802,-99999,-99999,63.14,66.86
2024-07-28T22:53:42,0,351,-99999,-99999,802,-99999,-99999,63.85,68.11
2024-07-28T22:53:45,0,349,-99999,-99999,800,-99999,-99999,63.32,67.04
2024-07-28T22:53:48,0,348,-99999,-99999,799,-99999,-99999,62.96,67.4
2024-07-28T22:53:51,0,345,-99999,-99999,798,-99999,-99999,62.96,67.57
2024-07-28T22:53:54,0,344,-99999,-99999,798,-99999,-99999,62.96,67.4
2024-07-28T22:53:57,0,343,-99999,-99999,800,-99999,-99999,62.78,67.4
2024-07-28T22:54:00,0,343,-99999,-99999,801,-99999,-99999,63.67,67.57
2024-07-28T22:54:04,0,344,-99999,-99999,802,-99999,-99999,63.32,67.22
2024-07-28T22:54:07,0,345,-99999,-99999,804,-99999,-99999,63.32,67.04
