T,Q,CA,TA,HA,CB,TB,HB,C,F,F_licor,UF
05/22/2024 10:22,3.46904225126263e-05,748.8865396349,21.4881313131313,5,791.971882856342,21.7888888888889,5,861.264756052321,0.546616063045954,0,40.4644850503647
05/22/2024 10:23,3.47003386969697e-05,748.804068713427,21.4848484848485,5,812.430028847287,21.7875,5,894.718517548184,0.795628796471727,0.407192939044723,59.7556269816609
05/22/2024 10:24,3.47054177333333e-05,749.490579083045,21.4824242424242,5,831.121791843403,21.7954545454545,5,924.625935140633,1.02314144587161,0.77122044220645,76.6656295672576
05/22/2024 10:25,3.47251213083333e-05,750.906837004413,21.4757575757576,5,870.660358697308,21.8187878787879,5,981.849922327649,1.50439749968932,1.46774013041609,112.468978575107
05/22/2024 10:26,3.47374681507576e-05,750.032485099091,21.4912121212121,5,910.627119304512,21.8287878787879,5,1035.05130581968,1.99086544792756,2.11529743747837,150.825747814394
05/22/2024 10:27,3.47435913765152e-05,749.419477939096,21.500303030303,5,943.612110403702,21.8360606060606,5,1079.77668993807,2.39235260122432,2.65968646265048,182.379997621805
05/22/2024 10:28,3.47561817598485e-05,750.412972301847,21.5036363636364,5,973.243922251707,21.8493939393939,5,1115.75586086884,2.75302548272081,3.09761821383799,209.276261416534
05/22/2024 10:29,3.47639031840909e-05,748.958281329696,21.5157575757576,5,997.675089781476,21.8506060606061,5,1145.24700428731,3.05039709254624,3.45657890547325,233.587496853038
05/22/2024 10:30,3.47580733848485e-05,748.965967939852,21.5295454545455,5,1012.70408743247,21.8466666666667,5,1169.86135660751,3.2333272460108,3.75618020636684,247.695069498182
05/22/2024 10:31,3.47488708848485e-05,750.065153192257,21.5195454545455,5,1026.25953568831,21.855,5,1190.84936724784,3.39832163135211,4.01164235337811,259.393624619987
05/22/2024 10:32,3.47376283424242e-05,748.500928025373,21.5171212121212,5,1037.19154334296,21.8593939393939,5,1207.9206999599,3.53138398749715,4.21943142789792,271.129718217287
05/22/2024 10:33,3.47294247939394e-05,748.174247093715,21.5260606060606,5,1046.7123208811,21.8693939393939,5,1222.74125466232,3.64726911414351,4.39982445270916,280.378161003993
05/22/2024 10:34,3.47223627272727e-05,747.730345357166,21.5310606060606,5,1054.67310615369,21.8860606060606,5,1234.76860881825,3.74416630618734,4.54621916196453,288.271595353956
05/22/2024 10:35,3.47242524931818e-05,747.173066120807,21.5322727272727,5,1064.67635552653,21.8916666666667,5,1244.8665997464,3.86592398992727,4.66913002222725,298.189732601458
05/22/2024 10:36,3.47319503689394e-05,747.063531926075,21.5413636363636,5,1070.3293171898,21.8969696969697,5,1252.76703864782,3.93473078387354,4.76529268950784,303.601698888719
05/22/2024 10:37,3.47397827189394e-05,747.951335399171,21.549696969697,5,1078.44489550937,21.900303030303,5,1259.16129824536,4.0335120879849,4.84312242350827,310.389812019757
05/22/2024 10:38,3.47384906507576e-05,747.221107434286,21.5624242424242,5,1081.81616745436,21.8936363636364,5,1264.23325501283,4.07454658067619,4.90485733433771,314.241819862639
05/22/2024 10:39,3.4744248875e-05,749.350298447687,21.5634848484848,5,1086.98464698361,21.8939393939394,5,1269.17944130843,4.13745634854101,4.96506139046509,317.096230067991
05/22/2024 10:40,3.47555815833333e-05,749.773062006304,21.5684848484848,5,1087.97974514269,21.8872727272727,5,1272.74509401967,4.14956849754649,5.00846184955184,317.633749857903
05/22/2024 10:41,3.47652662075758e-05,748.762272770701,21.5710606060606,5,1089.95586936566,21.8869696969697,5,1275.00596681016,4.17362151264222,5.03598077104833,320.438970952987
05/22/2024 10:42,3.47625228090909e-05,751.122062088801,21.5706060606061,5,1091.67869587541,21.8956060606061,5,1277.2665893903,4.19459143526382,5.0634966470312,319.840754254863
05/22/2024 10:43,3.47479215090909e-05,750.255396793635,21.5672727272727,5,1093.46987256174,21.9006060606061,5,1278.76716274055,4.21639330347369,5.08176134569046,322.336921116444
05/22/2024 10:44,3.47400024015152e-05,749.986365438151,21.5762121212121,5,1094.07296235512,21.8986363636364,5,1279.86954159004,4.22373399984064,5.09517929523004,323.155991597762
05/22/2024 10:45,3.47279105643939e-05,749.736070194925,21.5806818181818,5,1095.3771440333,21.9087121212121,5,1280.47779997739,4.23960825573419,5.10258290275788,324.615910511416
05/22/2024 10:46,3.47059510858586e-05,750.587202132065,21.5881313131313,5,1096.66624846665,21.9060606060606,5,1281.44910032683,4.25529899421856,5.11440538926759,325.027241372607
