Model:	LI-7810
SN:	TG10-01524
Software Version:	2.3.5
Timestamp:	2024-07-12 08:00:00
Timezone:	US/Mountain
DATAH	SECONDS	NANOSECONDS	NDX	DIAG	REMARK	DATE	TIME	H2O	CO2	CH4	CAVITY_P	CAVITY_T	LASER_PHASE_P	LASER_T	RESIDUAL	RING_DOWN_TIME	THERMAL_ENCLOSURE_T	PHASE_ERROR	LASER_T_SHIFT	INPUT_VOLTAGE	CHK
DATA	1720792817	300262928	2387329	0	""	2024-07-12	08:00:17	14961.561	449.56812	2041.123	40.9714	55.0003	38.0908	51.1336	0.00288476	10.8452	54.5005	26	0.257088	24.1394	 18
DATA	1720792818	300262928	2387333	32	""	2024-07-12	08:00:18	14922.158	415.87955	2007.113	40.9709	55.0003	38.0913	51.1336	0.0455948	10.8467	54.5005	-14.25	0.257088	24.139	170
DATA	1720792819	300262928	2387337	0	""	2024-07-12	08:00:19	14962.949	446.84738	2041.106	40.9709	55.0003	38.0896	51.1336	0.0028874	10.8455	54.5005	-42	0.257088	24.1394	 40
DATA	1720792820	299912929	2387341	0	""	2024-07-12	08:00:20	14961.58	448.74274	2041.7152	40.9709	55.0003	38.0884	51.1336	0.00288199	10.845	54.5005	54	0.257088	24.1394	247
DATA	1720792821	299912929	2387345	0	""	2024-07-12	08:00:21	14964.346	450.99966	2040.4996	40.9718	55.0003	38.0913	51.1336	0.00289689	10.8461	54.5005	128.25	0.257088	24.1405	 52
DATA	1720792822	299912929	2387349	0	""	2024-07-12	08:00:22	14963.214	445.37903	2040.946	40.9714	55.0003	38.0933	51.1336	0.00289653	10.8461	54.5005	-117.75	0.257088	24.1397	 28
DATA	1720792823	299912929	2387353	0	""	2024-07-12	08:00:23	14950.596	453.85995	2041.0939	40.9709	55.0003	38.0908	51.1336	0.00287927	10.8456	54.5005	237.25	0.257088	24.1397	 63
DATA	1720792824	299912929	2387357	0	""	2024-07-12	08:00:24	14965.187	450.01947	2041.6453	40.9705	55.0003	38.0921	51.1336	0.00287846	10.8429	54.5005	-83.5	0.257088	24.1397	243
DATA	1720792825	299912929	2387361	0	""	2024-07-12	08:00:25	14957.854	449.79102	2041.1888	40.9718	55.0003	38.0892	51.1336	0.00287915	10.8458	54.5005	30.25	0.257088	24.1405	252
DATA	1720792826	299912929	2387365	0	""	2024-07-12	08:00:26	14965.439	450.40421	2040.678	40.9722	55.0003	38.0904	51.1336	0.00289433	10.8448	54.5005	126.25	0.257088	24.1401	222
DATA	1720792827	299912929	2387369	0	""	2024-07-12	08:00:27	14995.21	452.15234	2041.2094	40.9718	55.0003	38.0933	51.1336	0.00302648	10.8459	54.5005	117.5	0.257088	24.1397	186
DATA	1720792828	299566984	2387373	0	""	2024-07-12	08:00:28	14954.928	453.90826	2041.7397	40.9705	55.0003	38.0933	51.1336	0.00284572	10.846	54.5005	96	0.257088	24.1397	 74
DATA	1720792829	299566984	2387377	0	""	2024-07-12	08:00:29	14954.59	453.95496	2040.6802	40.9709	55.0003	38.0946	51.1336	0.00282878	10.8452	54.5005	-36.5	0.257088	24.1394	223
DATA	1720792830	299566984	2387381	0	""	2024-07-12	08:00:30	14966.879	447.46494	2041.1229	40.9709	55.0003	38.095	51.1336	0.00290343	10.8469	54.5005	-68.25	0.257088	24.139	203
DATA	1720792831	299566984	2387385	0	""	2024-07-12	08:00:31	14956.665	449.36115	2040.4027	40.9718	55.0003	38.0937	51.1336	0.00286838	10.847	54.5005	56.25	0.257088	24.1386	206
DATA	1720792832	299566984	2387389	0	""	2024-07-12	08:00:32	14949.092	444.22198	2040.3978	40.9709	55.0003	38.0941	51.1336	0.00309314	10.8439	54.5005	-133.25	0.257088	24.139	 36
DATA	1720792833	299566984	2387393	0	""	2024-07-12	08:00:33	14954.571	449.04449	2040.6591	40.9705	55.0003	38.09	51.1336	0.00285265	10.8452	54.5005	22.75	0.257088	24.1386	145
DATA	1720792834	299566984	2387397	0	""	2024-07-12	08:00:34	14961.305	452.44501	2041.4852	40.9709	55.0003	38.0929	51.1336	0.0029035	10.8456	54.5005	43.75	0.257088	24.1386	191
DATA	1720792835	299221038	2387401	0	""	2024-07-12	08:00:35	14961.321	446.14954	2040.2799	40.9709	55.0003	38.0954	51.1336	0.00286417	10.8476	54.5005	4	0.257088	24.139	229
DATA	1720792836	299221038	2387405	0	""	2024-07-12	08:00:36	14959.17	449.97388	2041.2692	40.9705	55.0003	38.0966	51.1336	0.00285798	10.847	54.5007	-38	0.257088	24.139	  6
DATA	1720792837	299221038	2387409	0	""	2024-07-12	08:00:37	14960.42	446.85547	2040.2953	40.9709	55.0003	38.0958	51.1336	0.00286184	10.8455	54.5005	-50	0.257088	24.1386	 83
DATA	1720792838	299221038	2387413	0	""	2024-07-12	08:00:38	14961.052	440.50015	2040.0105	40.9714	55.0003	38.0946	51.1336	0.00291179	10.8466	54.5009	-24	0.257088	24.1397	 95
DATA	1720792839	299221038	2387417	0	""	2024-07-12	08:00:39	14958.98	450.48477	2040.4178	40.9714	55.0003	38.0925	51.1336	0.0028506	10.8462	54.5007	-84.75	0.257088	24.1394	195
DATA	1720792840	299221038	2387421	0	""	2024-07-12	08:00:40	14962.386	449.76248	2040.9639	40.9714	55.0003	38.0933	51.1336	0.00289419	10.8455	54.5009	140	0.257088	24.1409	131
DATA	1720792841	299221038	2387425	0	""	2024-07-12	08:00:41	14958.765	447.76666	2040.2382	40.9701	55.0003	38.0946	51.1336	0.00284495	10.8438	54.5005	13.25	0.257088	24.1405	225
DATA	1720792842	299221038	2387429	0	""	2024-07-12	08:00:42	14958.151	446.85852	2040.8846	40.9709	55.0003	38.095	51.1336	0.00289432	10.8471	54.5005	-27.25	0.257088	24.1394	232
DATA	1720792843	298880100	2387433	0	""	2024-07-12	08:00:43	14960.282	450.77335	2040.8652	40.9705	55.0003	38.0958	51.1336	0.00292218	10.8452	54.5005	-61	0.257088	24.1394	110
DATA	1720792844	298880100	2387437	0	""	2024-07-12	08:00:44	14961.469	449.63596	2041.0737	40.9705	55.0003	38.0904	51.1335	0.00288751	10.8461	54.5005	-6.25	0.257088	24.1397	233
DATA	1720792845	298880100	2387441	0	""	2024-07-12	08:00:45	14953.015	449.46368	2040.0811	40.9705	55.0003	38.0917	51.1336	0.00283938	10.8443	54.5005	-10.5	0.257088	24.1397	208
DATA	1720792846	298880100	2387445	0	""	2024-07-12	08:00:46	14962.296	445.58826	2040.5039	40.9705	55.0003	38.0929	51.1336	0.00287091	10.8461	54.5005	135	0.257088	24.1397	139
DATA	1720792847	298880100	2387449	0	""	2024-07-12	08:00:47	14965.866	448.38879	2040.3018	40.9705	55.0003	38.0937	51.1336	0.00287664	10.8445	54.5005	-39.25	0.257088	24.1394	 52
DATA	1720792848	298880100	2387453	0	""	2024-07-12	08:00:48	14957.699	448.98343	2039.9585	40.9714	55.0003	38.0946	51.1336	0.00289554	10.8467	54.5005	184.25	0.257088	24.1394	 77
DATA	1720792849	298880100	2387457	0	""	2024-07-12	08:00:49	14966.887	445.82245	2040.9045	40.9714	55.0003	38.0991	51.1336	0.00285263	10.8448	54.5005	5.75	0.257088	24.139	153
DATA	1720792850	298532009	2387461	0	""	2024-07-12	08:00:50	14947.894	446.63724	2040.479	40.9718	55.0003	38.095	51.1336	0.00356944	10.845	54.5005	-17.5	0.257088	24.1386	 82
DATA	1720792851	298532009	2387465	0	""	2024-07-12	08:00:51	14962.513	447.50928	2040.8114	40.9714	55.0003	38.0954	51.1336	0.00282325	10.8448	54.5005	-115.25	0.257088	24.1394	 52
DATA	1720792852	298532009	2387469	0	""	2024-07-12	08:00:52	14962.039	444.19437	2040.2478	40.9714	55.0003	38.0929	51.1336	0.00284732	10.8467	54.5005	26.25	0.257088	24.1394	236
DATA	1720792853	298532009	2387473	0	""	2024-07-12	08:00:53	14956.408	454.62885	2040.7975	40.9709	55.0003	38.0908	51.1336	0.00284969	10.8466	54.5005	-16.5	0.257088	24.139	203
DATA	1720792854	298532009	2387477	0	""	2024-07-12	08:00:54	14958.24	445.06082	2040.8979	40.9701	55.0003	38.0925	51.1336	0.00288463	10.8454	54.5005	22.75	0.257088	24.139	137
DATA	1720792855	298532009	2387481	0	""	2024-07-12	08:00:55	14959.814	451.24698	2040.8413	40.9714	55.0003	38.0929	51.1336	0.00283239	10.8469	54.5005	28.75	0.257088	24.1401	240
DATA	1720792856	298532009	2387485	0	""	2024-07-12	08:00:56	14959.944	451.61246	2041.2957	40.9714	55.0003	38.0937	51.1336	0.00293781	10.8456	54.5005	6	0.257088	24.1397	 54
DATA	1720792857	298532009	2387489	0	""	2024-07-12	08:00:57	14963.6	452.16193	2041.2806	40.9701	55.0003	38.0921	51.1336	0.00290785	10.8447	54.5005	53.25	0.257088	24.1401	118
DATA	1720792858	298183917	2387493	0	""	2024-07-12	08:00:58	14966.191	448.0788	2039.8538	40.9705	55.0003	38.0941	51.1336	0.00288253	10.8462	54.5005	53.75	0.257088	24.1394	220
DATA	1720792859	298183917	2387497	0	""	2024-07-12	08:00:59	14956.07	448.55414	2041.0103	40.9709	55.0003	38.0933	51.1336	0.00284013	10.8461	54.5005	-93	0.257088	24.1394	 79
DATA	1720792860	298183917	2387501	0	""	2024-07-12	08:01:00	14957.847	452.27686	2040.4395	40.9709	55.0003	38.0917	51.1336	0.0029009	10.8455	54.5005	-85.25	0.257088	24.1394	235
DATA	1720792861	298183917	2387505	0	""	2024-07-12	08:01:01	14963.682	447.26758	2040.1025	40.9709	55.0003	38.0896	51.1336	0.00284626	10.8448	54.5005	102.5	0.257088	24.1397	235
DATA	1720792862	298183917	2387509	0	""	2024-07-12	08:01:02	14960.577	451.40509	2041.5405	40.9722	55.0003	38.0917	51.1336	0.00283918	10.8449	54.5005	-19.25	0.257088	24.1397	 24
DATA	1720792863	298183917	2387513	0	""	2024-07-12	08:01:03	14955.755	448.92532	2040.748	40.9714	55.0003	38.0896	51.1336	0.00283204	10.8461	54.5005	47.75	0.257088	24.1394	191
DATA	1720792864	298183917	2387517	0	""	2024-07-12	08:01:04	14961.888	449.95163	2040.9479	40.9718	55.0003	38.0929	51.1336	0.00285681	10.8452	54.5005	73.25	0.257088	24.1397	 16
DATA	1720792865	297842979	2387521	0	""	2024-07-12	08:01:05	14962.505	450.92023	2041.3444	40.9709	55.0003	38.0913	51.1336	0.00285458	10.8453	54.5005	-55.5	0.257088	24.1394	224
DATA	1720792866	297842979	2387525	0	""	2024-07-12	08:01:06	14959.094	444.19678	2040.8817	40.9714	55.0003	38.0921	51.1336	0.00287127	10.845	54.5005	9.25	0.257088	24.139	108
DATA	1720792867	297842979	2387529	0	""	2024-07-12	08:01:07	14962.031	455.15091	2040.8571	40.9705	55.0003	38.0921	51.1336	0.00288834	10.8469	54.5005	41	0.257088	24.139	 42
DATA	1720792868	297842979	2387533	0	""	2024-07-12	08:01:08	14958.689	452.23428	2041.3232	40.9705	55.0003	38.0946	51.1336	0.00290517	10.8471	54.5005	-8.75	0.257088	24.1394	250
DATA	1720792869	297842979	2387537	0	""	2024-07-12	08:01:09	14957.518	451.27933	2041.3278	40.9701	55.0003	38.0946	51.1336	0.00287524	10.8462	54.5005	-134	0.257088	24.139	150
DATA	1720792870	297842979	2387541	0	""	2024-07-12	08:01:10	14956.936	453.87122	2040.0667	40.9709	55.0003	38.0929	51.1336	0.00286926	10.8481	54.5005	51.75	0.257088	24.139	202
DATA	1720792871	297842979	2387545	0	""	2024-07-12	08:01:11	14959.649	450.86121	2040.0074	40.9709	55.0003	38.0925	51.1336	0.00287929	10.845	54.5005	-93.5	0.257088	24.1394	195
DATA	1720792872	297842979	2387549	0	""	2024-07-12	08:01:12	14958.968	449.17908	2040.3761	40.9701	55.0003	38.0941	51.1336	0.00287278	10.8451	54.5005	81.25	0.257088	24.1401	252
DATA	1720792873	297489881	2387553	0	""	2024-07-12	08:01:13	14957.968	443.26797	2040.5281	40.9722	55.0003	38.0933	51.1336	0.00283207	10.8466	54.5005	-64.5	0.257088	24.1401	240
DATA	1720792874	297489881	2387557	0	""	2024-07-12	08:01:14	14958.066	449.14008	2040.6259	40.9709	55.0003	38.0933	51.1336	0.00284078	10.8459	54.5005	76.5	0.257088	24.139	161
DATA	1720792875	297489881	2387561	0	""	2024-07-12	08:01:15	14956.699	452.61862	2039.9386	40.9709	55.0003	38.0917	51.1336	0.00306725	10.8444	54.5005	-54.75	0.257088	24.1397	 69
DATA	1720792876	297489881	2387565	0	""	2024-07-12	08:01:16	14957.309	448.06992	2040.4395	40.9705	55.0003	38.0933	51.1336	0.002895	10.846	54.5005	-61.25	0.257088	24.1394	154
DATA	1720792877	297489881	2387569	0	""	2024-07-12	08:01:17	14965.329	450.14059	2041.042	40.9714	55.0003	38.0929	51.1336	0.00288551	10.8472	54.5005	110.5	0.257088	24.1401	179
DATA	1720792878	297489881	2387573	0	""	2024-07-12	08:01:18	14957.227	449.43073	2040.0248	40.9714	55.0003	38.0954	51.1336	0.00284558	10.8444	54.5005	-15.5	0.257088	24.1397	250
DATA	1720792879	297489881	2387577	0	""	2024-07-12	08:01:19	14956.307	449.42896	2040.2318	40.9701	55.0003	38.095	51.1336	0.00287534	10.8441	54.5005	-137	0.257088	24.1397	158
DATA	1720792880	297139883	2387581	0	""	2024-07-12	08:01:20	14963.763	447.6546	2041.9615	40.9718	55.0003	38.0925	51.1336	0.00289443	10.846	54.5005	-34	0.257088	24.1397	 45
DATA	1720792881	297139883	2387585	0	""	2024-07-12	08:01:21	14965.788	447.16061	2040.7761	40.9701	55.0003	38.0925	51.1336	0.00284614	10.8441	54.5005	36	0.257088	24.139	 36
DATA	1720792882	297139883	2387589	0	""	2024-07-12	08:01:22	14962.122	452.36752	2040.7446	40.9705	55.0003	38.0925	51.1336	0.00286844	10.847	54.5005	-3	0.257088	24.1386	 35
DATA	1720792883	297139883	2387593	0	""	2024-07-12	08:01:23	14961.766	446.27133	2039.9086	40.9705	55.0003	38.0925	51.1336	0.00284992	10.8444	54.5005	55.5	0.257088	24.1386	211
DATA	1720792884	297139883	2387597	0	""	2024-07-12	08:01:24	14957.33	449.15109	2040.8707	40.9705	55.0003	38.0933	51.1336	0.00285178	10.8455	54.5005	-25.25	0.257088	24.1386	245
DATA	1720792885	297139883	2387601	0	""	2024-07-12	08:01:25	14959.333	448.24542	2040.1259	40.9714	55.0003	38.0941	51.1336	0.0028683	10.846	54.5005	14.5	0.257088	24.139	 26
DATA	1720792886	297139883	2387605	0	""	2024-07-12	08:01:26	14964.474	448.44998	2041.1788	40.9714	55.0003	38.0933	51.1336	0.00285657	10.8455	54.5005	-29.75	0.257088	24.139	 16
DATA	1720792887	297139883	2387609	0	""	2024-07-12	08:01:27	14962.137	446.51627	2040.8191	40.9705	55.0003	38.0917	51.1336	0.00287084	10.845	54.5005	66.5	0.257088	24.1394	149
DATA	1720792888	296796083	2387613	0	""	2024-07-12	08:01:28	14960.074	451.29276	2040.0018	40.9709	55.0003	38.0946	51.1336	0.00283755	10.845	54.5005	60.5	0.257088	24.1405	129
DATA	1720792889	296796083	2387617	0	""	2024-07-12	08:01:29	14959.867	446.86917	2041.3756	40.9718	55.0003	38.0929	51.1336	0.00288985	10.8451	54.5005	-35.75	0.257088	24.1405	 81
DATA	1720792890	296796083	2387621	0	""	2024-07-12	08:01:30	14953.776	449.56616	2040.6909	40.9718	55.0003	38.0929	51.1336	0.00283679	10.8464	54.5005	107.75	0.257088	24.1401	 49
DATA	1720792891	296796083	2387625	0	""	2024-07-12	08:01:31	14964.805	452.90353	2041.1501	40.9709	55.0003	38.0937	51.1336	0.00285249	10.8459	54.5005	7	0.257088	24.1397	 41
DATA	1720792892	296796083	2387629	0	""	2024-07-12	08:01:32	14958.286	451.33472	2040.7651	40.9714	55.0003	38.0933	51.1336	0.00286996	10.8462	54.5005	-47	0.257088	24.1397	155
DATA	1720792893	296796083	2387633	0	""	2024-07-12	08:01:33	14964.131	446.8588	2040.8999	40.9709	55.0003	38.0933	51.1336	0.00286512	10.8462	54.5005	-31.25	0.257088	24.1394	247
DATA	1720792894	296796083	2387637	0	""	2024-07-12	08:01:34	14957.6	448.30563	2038.9373	40.9714	55.0003	38.0946	51.1336	0.00311518	10.847	54.5005	-0.5	0.257088	24.1394	 36
DATA	1720792895	296449899	2387641	0	""	2024-07-12	08:01:35	14955.57	448.11557	2040.6925	40.9709	55.0003	38.0954	51.1336	0.00283981	10.8454	54.5005	46	0.257088	24.1397	 72
DATA	1720792896	296449899	2387645	32	""	2024-07-12	08:01:36	14566.432	446.23178	2015.3903	40.9709	55.0003	38.0941	51.1336	0.0475469	10.8447	54.5005	-68.25	0.257088	24.1394	 62
DATA	1720792897	296449899	2387649	0	""	2024-07-12	08:01:37	14952.846	447.31964	2039.6208	40.9718	55.0003	38.0962	51.1336	0.00342229	10.8467	54.5005	28	0.257088	24.1386	132
DATA	1720792898	296449899	2387653	0	""	2024-07-12	08:01:38	14958.186	448.05707	2041.2478	40.9722	55.0003	38.095	51.1336	0.00281975	10.8462	54.5005	-67	0.257088	24.1386	124
DATA	1720792899	296449899	2387657	0	""	2024-07-12	08:01:39	14963.551	446.78452	2040.2043	40.9714	55.0003	38.0929	51.1336	0.00283629	10.8465	54.5005	77.75	0.257088	24.1386	 24
DATA	1720792900	296449899	2387661	0	""	2024-07-12	08:01:40	14952.828	454.72449	2040.2299	40.9709	55.0003	38.0946	51.1336	0.00310433	10.8454	54.5005	77	0.257088	24.1386	 98
DATA	1720792901	296449899	2387665	0	""	2024-07-12	08:01:41	14962.309	453.98154	2041.0645	40.9709	55.0003	38.0966	51.1336	0.00286855	10.8459	54.5005	22	0.257088	24.139	 57
DATA	1720792902	296449899	2387669	0	""	2024-07-12	08:01:42	14950.715	452.71738	2040.6584	40.9718	55.0003	38.0946	51.1336	0.00348243	10.8459	54.5005	-24.75	0.257088	24.1382	 48
DATA	1720792903	296106100	2387673	0	""	2024-07-12	08:01:43	14960.209	449.90897	2041.1241	40.9718	55.0003	38.0954	51.1336	0.00282879	10.8457	54.5005	152	0.257088	24.1386	128
DATA	1720792904	296106100	2387677	0	""	2024-07-12	08:01:44	14968.832	447.41629	2041.5602	40.9714	55.0003	38.0941	51.1336	0.00286192	10.8458	54.5005	-16.25	0.257088	24.1394	  9
DATA	1720792905	296106100	2387681	0	""	2024-07-12	08:01:45	14953.214	452.63354	2040.5959	40.9718	55.0003	38.0941	51.1336	0.0032382	10.8457	54.5005	-44.25	0.257088	24.1405	198
DATA	1720792906	296106100	2387685	0	""	2024-07-12	08:01:46	14959.026	452.43536	2040.7566	40.9705	55.0003	38.095	51.1336	0.0028992	10.8443	54.5005	10.75	0.257088	24.1409	119
DATA	1720792907	296106100	2387689	32	""	2024-07-12	08:01:47	14959.679	302.29648	2003.8636	40.9714	55.0003	38.095	51.1336	0.0424164	10.8438	54.5005	25.25	0.257088	24.139	139
DATA	1720792908	296106100	2387693	0	""	2024-07-12	08:01:48	14951.719	453.49011	2040.4983	40.9718	55.0003	38.0954	51.1336	0.00283944	10.8466	54.5005	98.25	0.257088	24.1394	241
DATA	1720792909	296106100	2387697	0	""	2024-07-12	08:01:49	14961.854	450.08313	2040.6171	40.9722	55.0003	38.097	51.1336	0.00288463	10.8464	54.5005	-25.25	0.257088	24.1397	218
DATA	1720792910	295753955	2387701	0	""	2024-07-12	08:01:50	14964.737	448.92007	2040.2599	40.9718	55.0003	38.0966	51.1336	0.00286788	10.846	54.5005	13.75	0.257088	24.1397	207
DATA	1720792911	295753955	2387705	0	""	2024-07-12	08:01:51	14966.983	448.15805	2040.6741	40.9714	55.0003	38.0962	51.1336	0.00286334	10.8468	54.5005	-93.25	0.257088	24.1397	 39
DATA	1720792912	295753955	2387709	0	""	2024-07-12	08:01:52	14960.646	454.20041	2040.6796	40.9709	55.0003	38.0978	51.1336	0.00286349	10.8472	54.5005	45.25	0.257088	24.1397	250
DATA	1720792913	295753955	2387713	0	""	2024-07-12	08:01:53	14956.771	451.51068	2040.5999	40.9709	55.0003	38.095	51.1336	0.00295327	10.8454	54.5005	-62.5	0.257088	24.1397	197
DATA	1720792914	295753955	2387717	0	""	2024-07-12	08:01:54	14963.453	446.6199	2040.9781	40.9709	55.0003	38.0946	51.1336	0.00288325	10.848	54.5005	-53.75	0.257088	24.1397	211
DATA	1720792915	295753955	2387721	0	""	2024-07-12	08:01:55	14959.849	443.7876	2040.525	40.9709	55.0003	38.0929	51.1336	0.00286004	10.8451	54.5005	-5.25	0.257088	24.139	 89
DATA	1720792916	295753955	2387725	0	""	2024-07-12	08:01:56	14949.318	447.75739	2040.8069	40.9714	55.0003	38.0921	51.1336	0.00328525	10.8464	54.5005	-3.5	0.257088	24.139	144
DATA	1720792917	295753955	2387729	0	""	2024-07-12	08:01:57	14964.192	448.61697	2040.9763	40.9709	55.0003	38.0933	51.1336	0.00286167	10.8456	54.5005	-15.5	0.257088	24.1382	  5
DATA	1720792918	295417070	2387733	0	""	2024-07-12	08:01:58	14955.218	453.24936	2039.9235	40.9705	55.0003	38.0937	51.1336	0.0036539	10.8435	54.5005	-12.5	0.257088	24.1386	181
DATA	1720792919	295417070	2387737	0	""	2024-07-12	08:01:59	14959.241	452.78775	2040.9893	40.9709	55.0003	38.0917	51.1336	0.00287785	10.8459	54.5005	-70.25	0.257088	24.1394	 62
DATA	1720792920	295417070	2387741	0	""	2024-07-12	08:02:00	14960.453	449.9137	2040.7448	40.9709	55.0003	38.0913	51.1336	0.0028785	10.8448	54.5005	61	0.257088	24.1394	228
DATA	1720792921	295417070	2387745	0	""	2024-07-12	08:02:01	14951.246	448.77826	2040.7321	40.9714	55.0003	38.0933	51.1336	0.0037352	10.8469	54.5005	36.25	0.257088	24.139	115
DATA	1720792922	295417070	2387749	0	""	2024-07-12	08:02:02	14958.368	447.74539	2041.7566	40.9714	55.0003	38.0941	51.1336	0.00288365	10.8457	54.5005	60.75	0.257088	24.1413	244
DATA	1720792923	295417070	2387753	0	""	2024-07-12	08:02:03	14967.414	448.00433	2040.4918	40.9701	55.0003	38.0937	51.1336	0.00290625	10.8448	54.5005	88	0.257088	24.1401	 59
DATA	1720792924	295417070	2387757	0	""	2024-07-12	08:02:04	14962.454	449.85406	2040.9468	40.9709	55.0003	38.0966	51.1336	0.00286356	10.8431	54.5005	-13	0.257088	24.139	 83
DATA	1720792925	295066118	2387761	0	""	2024-07-12	08:02:05	14955.183	449.2049	2040.3157	40.9705	55.0003	38.0966	51.1336	0.00284035	10.8461	54.5005	-18	0.257088	24.1397	 68
DATA	1720792926	295066118	2387765	0	""	2024-07-12	08:02:06	14964.185	452.75925	2040.1014	40.9705	55.0003	38.0933	51.1336	0.00290215	10.8474	54.5005	-116.5	0.257088	24.1397	  6
DATA	1720792927	295066118	2387769	0	""	2024-07-12	08:02:07	14958.454	450.12799	2040.5082	40.9701	55.0003	38.0933	51.1336	0.00285398	10.8451	54.5005	62.75	0.257088	24.1394	243
DATA	1720792928	295066118	2387773	0	""	2024-07-12	08:02:08	14958.223	448.43903	2040.3698	40.9709	55.0003	38.0917	51.1336	0.00287574	10.8442	54.5005	29.25	0.257088	24.1394	249
DATA	1720792929	295066118	2387777	0	""	2024-07-12	08:02:09	14962.379	450.56009	2040.8464	40.9709	55.0003	38.0941	51.1336	0.00285145	10.8447	54.5005	98	0.257088	24.1397	106
DATA	1720792930	295066118	2387781	0	""	2024-07-12	08:02:10	14963.073	449.66052	2040.7157	40.9718	55.0003	38.0962	51.1336	0.00289241	10.8465	54.5005	-32.25	0.257088	24.1397	 12
DATA	1720792931	295066118	2387785	0	""	2024-07-12	08:02:11	14957.013	449.4285	2040.6913	40.9705	55.0003	38.095	51.1336	0.00287131	10.8452	54.5005	69.25	0.257088	24.1401	110
